WTR,WHpR,WHdR,HpHdR,Area,BMI
1.683673469387755,0.8333333333333334,1.8333333333333333,2.2,1.4570979440008716,36.09374999999999
3.9318181818181817,0.9010416666666666,2.0352941176470587,2.2588235294117647,1.3961017612524462,36.09374999999999
2.048780487804878,0.865979381443299,3.230769230769231,3.730769230769231,1.4056622677697306,33.2814659384997
2.1614906832298137,0.8969072164948454,3.107142857142857,3.4642857142857144,1.4022820679212633,33.2814659384997
1.0632911392405062,0.8888888888888888,2.4,2.7,1.372827584072303,33.2814659384997
1.0588235294117647,0.8955223880597015,2.3376623376623376,2.6103896103896105,1.3817804024496938,33.2814659384997
1.0,0.8676470588235294,3.1052631578947367,3.5789473684210527,1.4026128089920964,33.2814659384997
1.34375,0.8686868686868687,2.819672131147541,3.2459016393442623,1.4015526164462335,33.2814659384997
2.0357142857142856,0.8724489795918368,3.109090909090909,3.5636363636363635,1.3821631771399527,33.2814659384997
2.064935064935065,0.8594594594594595,3.382978723404255,3.9361702127659575,1.3883016208597605,33.2814659384997
0.9828571428571429,0.91005291005291,1.6538461538461537,1.8173076923076923,1.4864449724960944,34.98604485544774
1.411764705882353,0.9130434782608695,1.6633663366336633,1.8217821782178218,1.408710308829926,34.98604485544774
1.9661016949152543,0.90625,1.9772727272727273,2.1818181818181817,1.498169117232832,34.98604485544774
0.9183098591549296,0.8907103825136612,1.7526881720430108,1.967741935483871,1.504133258748213,34.98604485544774
3.8666666666666667,0.8743718592964824,2.2025316455696204,2.518987341772152,1.4553887399463807,34.98604485544774
1.2915129151291513,0.9210526315789473,1.8617021276595744,2.021276595744681,1.4663013698630136,34.98604485544774
2.2025316455696204,0.9206349206349206,1.6730769230769231,1.8173076923076923,1.4561675826096685,34.98604485544774
1.9135135135135135,0.8719211822660099,1.669811320754717,1.9150943396226414,1.4616099071207431,34.98604485544774
2.606896551724138,0.8873239436619719,1.6434782608695653,1.8521739130434782,1.417827529021559,34.98604485544774
2.661870503597122,0.9296482412060302,1.6818181818181819,1.809090909090909,1.4659529320987654,34.98604485544774
2.185185185185185,0.9365079365079365,1.6388888888888888,1.75,1.4823743705132326,34.98604485544774
2.2857142857142856,2.410958904109589,2.707692307692308,1.123076923076923,1.553004173556973,33.938179693251065
2.9510489510489513,0.9723502304147466,2.8513513513513513,2.9324324324324325,1.2921812416555407,35.6123174198608
0.905,0.793859649122807,2.9193548387096775,3.6774193548387095,1.3977938249843636,35.6123174198608
2.3026315789473686,0.9510869565217391,1.8041237113402062,1.8969072164948453,1.4968740328071803,34.375577842545056
5.111111111111111,0.9108910891089109,1.9166666666666667,2.1041666666666665,1.4223229706390328,35.289345592212015
1.8974358974358974,0.9487179487179487,1.8877551020408163,1.989795918367347,1.504998677598519,35.289345592212015
1.2759856630824373,0.9368421052631579,2.0941176470588236,2.235294117647059,1.5026607789855073,35.289345592212015
1.3065693430656935,0.8905472636815921,2.057471264367816,2.310344827586207,1.4399102020453978,35.289345592212015
4.096385542168675,0.9239130434782609,2.2666666666666666,2.453333333333333,1.475617839219771,35.289345592212015
4.657894736842105,0.8894472361809045,2.4583333333333335,2.763888888888889,1.4302897466053672,35.289345592212015
2.8823529411764706,2.36144578313253,2.0,0.8469387755102041,1.8536946659789177,35.289345592212015
1.2684824902723735,0.8624338624338624,1.8522727272727273,2.147727272727273,1.4305160984848484,35.289345592212015
1.2876712328767124,0.8952380952380953,1.8613861386138615,2.0792079207920793,1.4260342809940112,35.289345592212015
2.52,0.8957345971563981,1.8712871287128714,2.089108910891089,1.4343265306122448,35.289345592212015
5.636363636363637,0.8985507246376812,1.9578947368421054,2.1789473684210527,1.4000378525014194,35.289345592212015
5.682539682539683,0.8483412322274881,1.8842105263157896,2.221052631578947,1.4136604774535808,35.289345592212015
1.8857142857142857,0.9016393442622951,2.2,2.44,1.4440279860069964,34.04320987654321
2.0473372781065087,0.9251336898395722,2.5441176470588234,2.75,1.4049180327868853,34.04320987654321
1.392,0.9666666666666667,2.6363636363636362,2.727272727272727,1.4492381441533984,33.52909294745674
5.972972972972973,2.351063829787234,2.6951219512195124,1.146341463414634,1.5406207827260459,35.57761577252493
5.573333333333333,0.9166666666666666,2.223404255319149,2.425531914893617,1.22976168819356,35.97280836856167
1.9390243902439024,0.9408284023668639,2.7413793103448274,2.913793103448276,1.3982241204900527,31.705539358600586
1.0707070707070707,0.9636363636363636,1.962962962962963,2.037037037037037,1.382716049382716,31.705539358600586
1.0,0.9878048780487805,2.025,2.05,1.4832992501704159,33.824172619915444
1.405857740585774,0.9882352941176471,2.1538461538461537,2.1794871794871793,1.3661922277306893,33.824172619915444
2.5815602836879434,0.994535519125683,2.757575757575758,2.772727272727273,1.4142991180334021,34.07273266470853
2.486111111111111,0.9728260869565217,2.2948717948717947,2.358974358974359,1.443344534253625,34.07273266470853
1.1197604790419162,0.9639175257731959,2.4285714285714284,2.5194805194805197,1.4601410117852915,34.07273266470853
4.042553191489362,0.9223300970873787,2.923076923076923,3.169230769230769,1.3988667159398867,34.07273266470853
2.0546448087431695,0.9038461538461539,2.238095238095238,2.4761904761904763,1.4105444690810545,34.07273266470853
4.561797752808989,2.388235294117647,3.0757575757575757,1.2878787878787878,1.5982587064676617,34.07273266470853
4.561797752808989,2.388235294117647,3.0757575757575757,1.2878787878787878,1.5982587064676617,34.07273266470853
4.561797752808989,2.388235294117647,3.0757575757575757,1.2878787878787878,1.5982587064676617,34.07273266470853
2.35,0.9543147208121827,2.647887323943662,2.7746478873239435,1.4325114499027543,34.07273266470853
2.2962962962962963,0.9393939393939394,1.8415841584158417,1.9603960396039604,1.448936855670103,34.07273266470853
5.888888888888889,1.2045454545454546,3.1176470588235294,2.588235294117647,1.2434689428370838,34.07273266470853
2.6357615894039736,1.1055555555555556,0.7537878787878788,0.6818181818181818,1.2857910681129678,34.07273266470853
6.622950819672131,0.8977777777777778,2.1956521739130435,2.4456521739130435,1.4716717708520988,34.54248961822393
1.5060728744939271,1.0276243093922652,2.3544303797468356,2.2911392405063293,1.3234792778669453,33.350904676699656
1.0143266475644699,0.9725274725274725,2.158536585365854,2.2195121951219514,1.4588270721975458,33.350904676699656
0.9243697478991597,0.9649122807017544,1.896551724137931,1.9655172413793103,1.527278911564626,33.350904676699656
2.0,0.9891304347826086,2.116279069767442,2.13953488372093,1.3038408241169241,33.350904676699656
1.0348837209302326,1.0229885057471264,1.9777777777777779,1.9333333333333333,1.437890812890813,33.350904676699656
4.779220779220779,1.005464480874317,2.216867469879518,2.2048192771084336,1.4521457765667576,33.350904676699656
0.9822485207100592,0.9880952380952381,1.7849462365591398,1.8064516129032258,1.5759267980892149,33.350904676699656
4.5227272727272725,1.005050505050505,3.1587301587301586,3.142857142857143,1.3045750102513034,33.4894474241175
2.10062893081761,0.9175824175824175,1.964705882352941,2.1411764705882352,1.3528763500110206,36.052220600394
2.1204819277108435,0.9263157894736842,1.8526315789473684,2.0,1.3560926145005916,36.052220600394
4.069767441860465,0.9615384615384616,2.0348837209302326,2.116279069767442,1.3642322908544862,34.51578808297001
2.2048192771084336,0.9581151832460733,2.127906976744186,2.2209302325581395,1.274388661024869,34.51578808297001
1.1555555555555554,0.9285714285714286,1.9024390243902438,2.048780487804878,1.580326563122262,34.81611681990265
1.2773722627737227,0.9408602150537635,1.9886363636363635,2.1136363636363638,1.4186907712494532,34.81611681990265
7.241379310344827,2.359550561797753,2.2580645161290325,0.956989247311828,1.5825357251444208,36.346770113003885
1.9378238341968912,0.9396984924623115,2.125,2.2613636363636362,1.48295272820316,34.433710639942134
2.084848484848485,0.9502762430939227,1.89010989010989,1.989010989010989,1.3278242244178815,34.481606468642454
2.2025316455696204,0.9354838709677419,1.9120879120879122,2.043956043956044,1.3082675092153766,34.481606468642454
4.684931506849315,1.0363636363636364,1.879120879120879,1.8131868131868132,1.4413735343383585,32.25542807395039
4.328767123287672,2.051948051948052,2.5901639344262297,1.2622950819672132,1.7231359018593062,32.25542807395039
3.5172413793103448,0.7727272727272727,1.9870129870129871,2.5714285714285716,1.422536594950388,33.344645452093175
